epoch,beta,loss,recon,kl
1,6.0,1.149971570287432,1.0007451006344386,0.02487107925117016
2,6.0,1.0666306018829346,1.007029925073896,0.00993344680007015
3,6.0,0.9938424485070365,0.9819825036185128,0.001976659529775913
4,6.0,1.0469088554382324,1.042358662400927,0.0007583663682453334
5,6.0,0.9988796370370048,0.9952923570360456,0.0005978805129416287
6,6.0,0.9758576069559369,0.9731275950159345,0.0004550025623757392
7,6.0,0.9950843708855766,0.9930632965905326,0.00033684767549857497
8,6.0,1.0209197316850935,1.0194545217922755,0.0002442018677746611
9,6.0,0.9906237125396729,0.9895802821431842,0.00017390571883879602
10,6.0,1.0140834535871233,1.0133501717022486,0.00012221793960114674
11,6.0,1.0006675549915858,1.0001531754221236,8.573087065347604e-05
12,6.0,1.0259728261402674,1.0256234833172388,5.8225509876917515e-05
13,6.0,1.0323206526892525,1.0320830004555839,3.9608492183365994e-05
14,6.0,1.0085244689668929,1.0083641750471932,2.6716085683022228e-05
15,6.0,0.9971053430012294,0.9969981057303292,1.7872433610526578e-05
16,6.0,1.0331342731203352,1.033063062599727,1.1871901473828725e-05
17,6.0,1.049148142337799,1.0491010206086295,7.852737326174974e-06
18,6.0,1.034785977431706,1.0347550000463213,5.165913275309972e-06
19,6.0,1.018871205193656,1.0188508800097875,3.3853575587272644e-06
20,6.0,1.0160094499588013,1.015996175152915,2.210826746055058e-06
21,6.0,1.009927579334804,1.009918945176261,1.4380951012883867e-06
22,6.0,1.0057676519666399,1.005762083189828,9.290607912199838e-07
23,6.0,0.9816619498389108,0.9816583565303257,5.980421389852251e-07
24,6.0,1.0138343146869115,1.0138320071356637,3.83970992905753e-07
25,6.0,0.9783581665584019,0.978356693472181,2.462682979447501e-07
26,6.0,0.9898615734917777,0.9898606368473598,1.5459954738616943e-07
27,6.0,1.0034900137356348,1.003489417689187,9.991760764803206e-08
28,6.0,0.9827181696891785,0.9827177950314113,6.279775074550084e-08
29,6.0,0.9983937399727958,0.9983934930392674,4.164342369352068e-08
30,6.0,1.001509155545916,1.0015089852469308,2.900404589516776e-08
31,6.0,1.0083382725715637,1.008338144847325,2.0755188805716377e-08
32,6.0,0.9800811665398734,0.9800810728754316,1.3836792537144253e-08
33,6.0,0.9885423524039132,0.9885422672544207,1.2905469962528774e-08
34,6.0,0.9814301133155823,0.9814300537109375,8.514949253627232e-09
35,6.0,0.9959126966340202,0.9959126625742231,7.583626679011753e-09
36,6.0,1.014008172920772,1.0140081558908736,7.317534514835902e-09
37,6.0,0.9939444405691964,0.9939444150243487,6.253165858132499e-09
38,6.0,1.003033425126757,1.0030333655221122,8.248857089451382e-09
39,6.0,0.9771163208144051,0.9771162867546082,7.450580596923828e-09
40,6.0,0.9919708796909877,0.9919708286012922,6.6523041043962755e-09
41,6.0,0.9911466411181858,0.9911465985434396,7.450580596923828e-09
42,6.0,0.9843395267214093,0.9843394671167646,8.381903171539307e-09
43,6.0,0.9816369925226484,0.9816369414329529,9.978456156594412e-09
44,6.0,0.9870556592941284,0.9870555826595852,1.1308916977473667e-08
45,6.0,0.9991922633988517,0.9991922037942069,9.047133581978933e-09
46,6.0,1.0205074804169791,1.0205074463571822,6.918396268572126e-09
47,6.0,1.0182992645672388,1.0182991794177465,1.4102884701320103e-08
48,6.0,0.994710351739611,0.9947102155004229,2.221869570868356e-08
49,6.0,0.9959115300859723,0.9959114279065814,1.8759497574397495e-08
50,6.0,0.9951163700648716,0.9951163274901254,9.845410074506487e-09
