epoch,beta,loss,recon,kl
1,2.0,1.0180900011743819,0.9807185700961522,0.01868571693609868
2,2.0,1.0319225192070007,1.0095744218145097,0.011174052421535765
3,2.0,0.9966137068612235,0.9939061147826058,0.0013537916571034916
4,2.0,1.0084786074502128,1.0071901764188493,0.00064422344855432
5,2.0,0.9812819617135184,0.9803053651537214,0.000488294122208442
6,2.0,1.0062869531767709,1.005574643611908,0.0003561611644857164
7,2.0,0.9820300085203988,0.9815296360424587,0.000250190679383065
8,2.0,1.028488142149789,1.0281470503125871,0.00017054605164698193
9,2.0,0.9702996526445661,0.9700732912336077,0.00011317884283406394
10,2.0,1.0088371293885368,1.0086903827530997,7.337384990283422e-05
11,2.0,1.0232725824628557,1.0231794544628687,4.656572959252766e-05
12,2.0,0.980535762650626,0.9804776055472237,2.907655600990568e-05
13,2.0,1.015133832182203,1.0150980949401855,1.7863432211535318e-05
14,2.0,1.0126532912254333,1.0126317484038216,1.0769282068525041e-05
15,2.0,1.0122075251170568,1.0121948208127702,6.354680018765586e-06
16,2.0,1.018809335572379,1.018801987171173,3.686174750328064e-06
17,2.0,0.9697593535695758,0.9697551216397967,2.1152996591159275e-06
18,2.0,0.9904561979430062,0.9904537626675197,1.219899526664189e-06
19,2.0,1.004008216517312,1.004006803035736,7.070068802152361e-07
20,2.0,1.0028897183282035,1.0028888753482275,4.2069171156202045e-07
21,2.0,0.9870618666921344,0.9870613217353821,2.7686889682497296e-07
22,2.0,1.003839135169983,1.0038387519972665,1.9331595727375577e-07
23,2.0,1.0131628513336182,1.0131626044000899,1.2812337705067227e-07
24,2.0,1.0000595876148768,1.000059425830841,8.475035429000854e-08
25,2.0,1.0150742275374276,1.015074108328138,7.078051567077637e-08
26,2.0,0.9946244018418449,0.994624171938215,1.0843255690165929e-07
27,2.0,1.0250247716903687,1.0250243885176522,1.9318291119166782e-07
28,2.0,0.9700856634548732,0.9700852036476135,2.2591224738529751e-07
29,2.0,1.0398142167500086,1.0398138761520386,1.7655215093067715e-07
30,2.0,0.9737877249717712,0.9737874099186489,1.496768423489162e-07
31,2.0,0.9726318376404899,0.9726314800126212,1.7309295279639108e-07
32,2.0,1.0060868178095137,1.0060865368161882,1.492777041026524e-07
33,2.0,0.969170161655971,0.9691699232373919,1.2546245540891376e-07
34,2.0,1.000185762132917,1.0001856003488814,8.435121604374477e-08
35,2.0,0.9943391936165946,0.9943390744073051,5.2553202424730575e-08
36,2.0,0.9772168823650905,0.977216797215598,3.685376473835536e-08
37,2.0,1.0130473715918404,1.0130473205021449,2.8205769402640206e-08
38,2.0,1.0130318658692496,1.0130318232945033,2.833881548472813e-08
39,2.0,0.9954546434538705,0.9954545497894287,3.4725027424948555e-08
40,2.0,0.9962837270327977,0.9962836163384574,4.523566790989467e-08
41,2.0,1.0005443947655814,1.0005442755562919,5.2819294588906425e-08
42,2.0,0.9953942043440682,0.9953940851347787,6.57247645514352e-08
43,2.0,0.9766928723880223,0.9766927531787327,6.426125764846802e-08
44,2.0,0.9738305977412632,0.9738304955618722,4.2707792350224083e-08
45,2.0,0.9977255719048637,0.9977254952703204,3.153192145483834e-08
46,2.0,1.011233321258,1.0112332361085075,3.432588917868478e-08
47,2.0,0.9863460745130267,0.9863459893635341,3.5390257835388184e-08
48,2.0,1.046644423689161,1.0466443470546178,3.073364496231079e-08
49,2.0,1.0108316711017065,1.0108315689223153,4.284083843231201e-08
50,2.0,0.9951320460864476,0.995131926877158,5.494803190231323e-08
