epoch,beta,loss,recon,kl
1,1.0,0.9893101283482143,0.9729123200689044,0.016397822382194654
2,1.0,1.0307229331561498,1.020318797656468,0.01040411916827517
3,1.0,1.0086877856935774,1.005778363772801,0.0029094263778201173
4,1.0,0.9830789821488517,0.9823802709579468,0.0006987145752646029
5,1.0,1.0184974414961678,1.0179780977112907,0.0005193365920734193
6,1.0,0.9809073465211051,0.9805365034512111,0.0003708530857693404
7,1.0,0.994549742766789,0.994299156325204,0.0002505938921655927
8,1.0,1.0001508508409773,0.9999860780579704,0.00016476839248623167
9,1.0,0.9616320133209229,0.9615271602358136,0.00010486585753304618
10,1.0,0.9790568692343575,0.9789921471050808,6.470310368708201e-05
11,1.0,0.9735073276928493,0.9734686613082886,3.86868736573628e-05
12,1.0,0.9564503090722221,0.9564278892108372,2.2411213389464786e-05
13,1.0,1.0170524631227766,1.0170398609978812,1.259653695992061e-05
14,1.0,1.0184383392333984,1.0184314165796553,6.94061496428081e-06
15,1.0,1.0132254702704293,1.0132217066628593,3.7782426391329082e-06
16,1.0,0.9968653917312622,0.9968632119042533,2.164260617324284e-06
17,1.0,0.9830871394702366,0.9830858451979501,1.3039846505437578e-06
18,1.0,0.9972860898290362,0.9972853234836033,7.680750318935939e-07
19,1.0,1.0150211027690343,1.0150206344468253,4.796311259269714e-07
20,1.0,0.988822375025068,0.9888220429420471,3.2143933432442804e-07
21,1.0,1.0014025398663111,1.0014022929327828,2.6835394757134576e-07
22,1.0,1.0079407862254552,1.0079405307769775,2.827229244368417e-07
23,1.0,1.0309473957334245,1.0309471317699976,2.7274446828024726e-07
24,1.0,0.9961987393242973,0.9961985009057182,2.3615679570606778e-07
25,1.0,1.0077858567237854,1.0077856183052063,2.373542104448591e-07
26,1.0,0.9941621507917132,0.9941619208880833,2.2631138563156128e-07
27,1.0,0.9930282746042524,0.993028095790318,1.764191048485892e-07
28,1.0,0.9829662782805306,0.9829661335263934,1.6550932611737933e-07
29,1.0,1.0219317930085319,1.0219316652842931,1.3544091156550815e-07
30,1.0,0.9945953147751945,0.9945951955659049,9.486185652869089e-08
31,1.0,1.0400842683655875,1.040084149156298,1.2639377798352923e-07
32,1.0,1.0196702906063624,1.0196700692176819,2.3535851921354022e-07
33,1.0,1.0138884953090124,1.0138882143156869,2.8099332536969867e-07
34,1.0,0.9900093844958714,0.9900091716221401,2.0701970372881207e-07
35,1.0,0.980516220842089,0.980516084602901,1.5420040913990567e-07
36,1.0,1.010774382523128,1.0107742377689906,1.5207167182649884e-07
37,1.0,1.004483095237187,1.004482890878405,1.9318291119166782e-07
38,1.0,0.9979167240006583,0.997916408947536,3.005510994366237e-07
39,1.0,1.0119217038154602,1.0119212695530482,4.173655595098223e-07
40,1.0,0.9797601359231132,0.979759659085955,4.67923070703234e-07
41,1.0,0.9811608791351318,0.9811603937830243,4.775023886135646e-07
42,1.0,1.0050861409732275,1.0050856215613229,5.019828677177429e-07
43,1.0,0.9960879683494568,0.9960875936916896,3.919537578310285e-07
44,1.0,0.9735787510871887,0.9735783593995231,4.0565750428608484e-07
45,1.0,0.9986780115536281,0.9986776879855565,3.162505371229989e-07
46,1.0,1.0119062321526664,1.0119059937340873,2.1007976361683438e-07
47,1.0,0.9999252557754517,0.9999248811176845,3.7745173488344464e-07
48,1.0,1.0363351106643677,1.0363346082823617,5.190127662249974e-07
49,1.0,0.9973382353782654,0.9973377585411072,4.788328494344439e-07
50,1.0,1.0086448533194405,1.0086444786616735,3.698681082044329e-07
